Gene	p_value	adj_p_value	log2fc	neg_log10_p_value	color
SRSF10	6.743881045542655e-05	0.0005479403349503407	0.25172594	3.2612667291297988	grey
ACOT9	2.8729602986921348e-11	1.6708532263446361e-09	-0.5714588	8.777061698394004	red
MTA2	0.0007330756425796965	0.004132900944135534	0.3070547	2.3837450036055094	grey
NFKB2	2.0593625501155956e-08	4.946946995386376e-07	0.40527323	6.305662742907405	grey
SKP1	0.005575861930594884	0.0220437356299275	-0.30411637	1.6567148061002117	grey
SLC37A2	2.9066764438871062e-05	0.00027219300597417396	-0.3273656	3.565123038228372	grey
PFKP	5.7434411673996744e-05	0.00048079564318004845	-0.27217036	3.3180394764284378	grey
EIF4H	0.0006146927503877843	0.0036715431847486575	0.16266309	2.4351513592476017	grey
CORO1B	4.756388830204619e-08	1.051161931475221e-06	-0.358682	5.97833037576148	grey
CTSZ	5.8551244944849914e-05	0.0004864595914590914	-0.3145678	3.3129532292603665	grey
VAPA	3.4050583196949206e-06	4.045795100282674e-05	0.23548983	4.3929961158978665	grey
TAGLN2	1.6875388207777303e-07	2.825349086302109e-06	-0.39260298	5.548927885229157	grey
GBP2	0.001377977554634292	0.00695280912269814	0.26530266	2.157839693251635	grey
LIPA	0.007373940584311408	0.027342967602899684	0.2953511	1.563154352108279	grey
AIFM1	0.001177891490041813	0.006110657730029123	0.27026576	2.213912041287958	grey
ATP6V1C1	7.274096444787484e-10	2.7968228450470845e-08	-0.4109264	7.553335041621003	grey
CLIC1	0.01051616739216526	0.036542028202335264	-0.13996626	1.4372073515473216	grey
AP3B1	0.0003614875488927582	0.002377641318610106	-0.24659044	2.6238536606918736	grey
SUCLA2	0.003293967843727664	0.014273860656153211	-0.20040637	1.8454585472147307	grey
PSMA7	0.0003453225331579965	0.002284918557722073	-0.19619432	2.641129275052443	grey
DNPEP	2.5543241737001275e-05	0.00024759019402970534	0.43314046	3.6062665598260772	grey
HNRNPF	0.0018697066912067644	0.008829170486254166	0.2547316	2.0540800971206323	grey
SART1	0.000644225459961161	0.0037865379428568234	0.31207567	2.4217576869865267	grey
