Gene	RANK
VAMP8	-0.3408142742484399
CSK	-0.3443283037240062
ADH5	-0.34764272021019305
PCMT1	-0.34866105106063217
UBE2V1	-0.3491663262339336
ACAA1A	-0.3504956565528436
PPT1	-0.3522282749834484
MATR3	-0.3530217265338478
RFTN1	-0.3544615547814997
MRI1	-0.3548013911127063
CMPK1	-0.3550557393589785
RENBP	-0.35774237430198597
BIN2	-0.36030364763946576
TPD52	-0.36151192515049424
ABHD12	-0.3683138742040491
CYB5B	-0.37124549430389653
FABP5	-0.3716915463631365
F13A1	-0.3763226331490821
STK24	-0.3806001450037026
HMGN1	-0.3829208560693306
PGD	-0.3829385694477829
CD9	-0.3846873591935465
PCP4L1	-0.39734224419916914
VDAC1	-0.4040001563372515
RANGAP1	-0.4064368770279661
SEPTIN9	-0.40787266828911367
IQGAP1	-0.4093219566407006
TBC1D13	-0.41598682152444716
CCT2	-0.4225813368806785
PSMA1	-0.4327222044172912
PREP	-0.4427268895765363
TFE3	-0.44397461409221256
DLD	-0.44541727318014285
CHCHD3	-0.451512130832122
HK1	-0.45950395521025056
H1-3	-0.4618880188726974
MYO1F	-0.4633436116626482
CAND1	-0.4748970530779881
COPB1	-0.4828969908211403
OTUB1	-0.49014136807211456
OVGP1	-0.4939580812663506
HBB-B1	-0.49768265635958964
HM13	-0.498052454611606
CD47	-0.49908820876727544
RAN	-0.5063839450501267
HSD17B10	-0.5170565751407765
HNRNPU	-0.5243964168734969
RPL35A	-0.5323028281985209
ANXA4	-0.5328149865496433
RPL7	-0.5382214119561959
BAX	-0.5512873995228317
RPL9	-0.5692894764259224
B2M	-0.5724056637601987
CRIP1	-0.5835769775135848
SF3A1	-0.5866782870336045
MYO1C	-0.5872376277118802
NUCB2	-0.5910953149473321
ARHGAP45	-0.5937183210535124
NUCKS1	-0.5941308656887745
ST13	-0.6178572391937999
DAB2	-0.628434254148088
COTL1	-0.6444487412047514
AKR1B1	-0.6457893946240161
HEXA	-0.6494491149394351
NQO2	-0.6545839801148504
C2CD3	-0.6742439550854223
COX6B1	-0.6821499645597586
ATP5MG	-0.6826935193965102
SHMT2	-0.6834207241876734
PLD3	-0.6843915451510593
PTPA	-0.7026737266602797
FUS	-0.7042495719386083
NDUFS6	-0.712101175845148
VAT1	-0.7145193533105071
MCM3	-0.721682329224663
ARHGEF1	-0.7269493492576725
QDPR	-0.7339723925009705
GLS	-0.737295206259237
STT3A	-0.7397876408547378
CSE1L	-0.7474967579017421
ARL8B	-0.747600811781497
GLA	-0.7630472474443181
MACROH2A1	-0.7656918740817322
TRA2B	-0.7681364409627006
IDH1	-0.7688177274351405
GRPEL1	-0.7691685836393976
SRSF3	-0.7698689032855867
OXCT1	-0.7741590061188122
EPRS1	-0.7944078935553364
TALDO1	-0.8022094529947329
S100A6	-0.8033038265620511
DNAJA1	-0.8089017369818506
GALNS	-0.8114011875410926
FNBP1	-0.8115142777968192
ITGAM	-0.8282553328904768
EVI2B	-0.837696048252779
ELMO1	-0.8385536182294343
ACAA2	-0.8398523479344554
MTCO2	-0.8477449257379082
GSR	-0.8525313055789985
PLCG2	-0.8716775131834453
ARAP1	-0.898114985401587
RPL18A	-0.9011653389993152
IPO5	-0.9062253899259872
CTSD	-0.9296146145338595
CTSS	-0.9347613441434152
ACOX3	-0.9496589143080384
YWHAH	-0.9555563651224835
SMARCC2	-0.962481723122799
TRAPPC3	-0.97220052044839
C3AR1	-0.9781485502303681
NCEH1	-1.0120526693193745
EIF3K	-1.0313732367743935
MDH1	-1.0324469015180324
RAD23B	-1.0381778426227846
DIAPH1	-1.0982934182724984
LGALS3	-1.109760007853555
QKI	-1.1221841581422514
COMMD6	-1.1438753375944217
FMNL1	-1.1823701598465335
ATP6V1H	-1.186979103339806
PGM1	-1.1926775914221979
OXSR1	-1.2002875502845751
ANXA2	-1.2448365632188023
ZC3HAV1	-1.2928804458100693
RPS23	-1.2964436554110506
MLEC	-1.3051071738180486
GHITM	-1.3149374436726409
ANXA3	-1.3506725272268996
ATP6V1F	-1.374766952151134
PPM1G	-1.399160011619064
PSIP1	-1.3998954593306554
GPNMB	-1.4007277815431098
SPAG9	-1.4215259109341474
SLC37A2	-1.4350832131392144
ADPRH	-1.495840828307488
LPXN	-1.519547751418851
GLOD4	-1.5222278723330431
H2AX	-1.5555689273391142
CTSB	-1.5869683565384007
STAT2	-1.663327153893056
LDLRAP1	-1.675770851976428
SEC11A	-1.7050661905082363
TWF2	-1.7718124940099649
SNRPE	-1.8329761411520549
SNX8	-1.8370448023938843
ALDOC	-1.9232418734958732
MYOF	-1.9417953302173587
CTSA	-1.989308869682273
PAICS	-2.0046396884481523
EIF3E	-2.019438214998025
PYGB	-2.0715986376845223
FKBP2	-2.120078010742911
ACOT9	-2.2753269162329883
VDAC2	-2.277610173454582
H1-2	-2.3899454834122538
CISD1	-2.423787721320111
OXR1	-2.4688286198156693
SLIRP	-2.6150176704245904
NUMA1	-2.651360678563738
DHX15	-2.7042766188158076
CTSZ	-2.7539216562428153
CREG1	-2.846888095992798
IFITM3	-2.9769281584417606
DAD1	-3.001064517447663
SPR	-3.069318373670908
RALB	-3.116013808616082
PLBD2	-3.610177251577041
PARP1	-3.6248152360380668
NIPSNAP3B	-3.8129525576512346
CD84	-3.9204587881713295
GANAB	-4.103120238676784
ALDH16A1	-4.1179118625966264
GMIP	-4.155124653684468
C5AR1	-4.196206365019486
GART	-5.0493356680032555
SNRNP70	-5.192930063492359
GUSB	-5.382817129144471
LYZ2	-5.585652755036662
GOT1	-6.079701951128223
CLIP1	-6.19945904448901
ANXA5	-6.780551433082674
HGSNAT	-6.992209520555987
PITPNA	-7.685264473222378
PPP2R2A	-8.803519254315491
MAPK14	-8.806409470735312
ATP1A3	-9.437371825753969
CNPY4	-10.072145960788246
MTHFD1	-11.02582402332383
IARS1	-15.873024533617874
NDUFA4	-23.339301965241628
