Gene	p_value	adj_p_value	log2fc	neg_log10_p_value	color
MESD	5.669158029309303e-06	0.00012606761918951596	0.3127833	3.8993964488209967	grey
CSE1L	0.007943232344319802	0.029854665783923064	0.17961307	1.5249877862812442	grey
IDE	0.009479501135977729	0.03423153187991957	-0.09266089	1.4655736655098062	grey
CWC15	0.00026269835425483023	0.002274501836153038	0.22089452	2.6431137082379346	grey
COPB1	0.007441513451447148	0.02846477728059545	-0.12878275	1.5456922099267993	grey
AKR1A1	7.221340156091107e-08	5.699700623200481e-06	-0.25790513	5.24414795504796	grey
RALB	1.2474557108451439e-05	0.0002297397600806473	0.23344585	3.638763836806169	grey
HYOU1	0.00967104707831142	0.03469892816299806	0.21040401	1.4596839401971613	grey
FMNL1	0.0009526585238530511	0.006120277144521055	0.17055926	2.213228911251341	grey
PSMA6	2.8564616427840944e-05	0.0004208520153701899	-0.16009632	3.375870588739819	grey
MACF1	5.70441715789665e-06	0.00012606761918951596	0.28729054	3.8993964488209967	grey
TOMM40	0.008339770228328741	0.030820889974258393	0.1271885	1.5111548248866125	grey
VPS29	0.013931538379853196	0.04449234077958896	0.21533802	1.3517147450517621	grey
GALK1	0.008634348659312127	0.031592567114370536	-0.15167294	1.5004150832335559	grey
ESD	0.00020232642348745118	0.0019108606662703723	-0.2932059	2.7187709791281534	grey
DSTN	0.0009148856029026679	0.00598194432667129	0.18450376	2.2231576332191043	grey
SEC11A	4.4143983026950486e-06	0.00010604152444517454	0.24741852	3.9745240375084614	grey
ACOT9	0.00027189283627510665	0.0023290045277828903	-0.29975945	2.6328296671590876	grey
PSMA1	0.00658348962483119	0.02642366999070999	0.20966229	1.5780068632535407	grey
MYO1C	1.8847442368046143e-05	0.0003018322292274056	0.20044181	3.5202343887211223	grey
NFKB2	1.6802289298888003e-05	0.0002813110556859279	0.25763965	3.5508131994770262	grey
SKP1	0.010826332109753666	0.03770761568153265	-0.24644084	1.4235709279256157	grey
PFKP	0.00351356228496959	0.01638179883920421	-0.14655024	1.7856384113029178	grey
EIF4H	0.00967460715068401	0.03469892816299806	0.09956343	1.4596839401971613	grey
CTSZ	0.0008435049961676138	0.005581275573444391	-0.19909273	2.253266533822413	grey
TAGLN2	3.6079485515763363e-09	6.64463858248642e-07	-0.34311783	6.177528636376703	grey
PACSIN2	0.011154608671166745	0.03827901422869333	0.13576522	1.4170392548176425	grey
STAT2	0.0007188751579326419	0.004933894717488008	-0.09547475	2.3068101219929864	grey
EIF3G	0.014093713949924267	0.04475159170881125	0.15561125	1.3491915132405843	grey
SART1	0.001638977952818784	0.009055353189323781	0.19899426	2.0430946060696336	grey
