Gene	RANK
RAC1	-0.13867551965353983
CYB5A	-0.14078935919606778
DEK	-0.14362894210099805
PSMA7	-0.1436531519559485
RPS12	-0.14430520307014136
S100A6	-0.1465189218657632
CD68	-0.14795532515655205
RPL12	-0.15226138703260744
SOD2	-0.1523276252619079
CDC37	-0.15574981890977205
PLEKHO2	-0.1602150203274847
CORO1B	-0.16079031614286524
ADH5	-0.16123911871833885
CEBPB	-0.16374845233420418
HDLBP	-0.16429662979946974
RAB8B	-0.1653553133025968
CRLF3	-0.1672149365497989
ALDH2	-0.16828957577776768
RAB10	-0.17190555691460613
ISG20	-0.17254163082456184
CCT3	-0.1748310123027502
PRDX4	-0.17490227878163603
CSDE1	-0.17612190677586498
VWA5A	-0.17848962282837844
ITGB1	-0.17952708466005216
RPL29	-0.18073590649430335
NCKAP1L	-0.18164676361082466
PSMB4	-0.18328475982274214
ACTR3	-0.18358300849500211
BAX	-0.1841973880808986
TKT	-0.18419786783043635
RPS8	-0.1844756611144261
PSAP	-0.18469234432716408
TRIM25	-0.18860471951250532
UAP1L1	-0.18887910404635225
AKR1B7	-0.19405439196415886
DOCK2	-0.19557579758345525
COPB1	-0.19905849217433938
TXNDC5	-0.20039273374690578
CALM1	-0.2005792974521755
UBE2N	-0.20227530163795063
NECAP2	-0.2097615657714713
REEP5	-0.2128574891546576
EEF1G	-0.2151129807971254
LDHA	-0.21781489084515454
ATP5PB	-0.21860778067759934
STAT2	-0.2202421192415611
UBE2M	-0.222163576419154
ACTR2	-0.22232677974141807
CTSA	-0.22296861389612307
SNX5	-0.22500173658306397
MPEG1	-0.22582432491387278
H2-D1	-0.22664251626494147
TPD52	-0.22695075280472884
GALK1	-0.22757237353602036
CTSD	-0.22855403234868243
BCAP31	-0.22900263022628833
CBX3	-0.23010111468782435
GLRX3	-0.23130144627506882
ACOD1	-0.23149646712746555
HSPD1	-0.24146653235898113
RPS14	-0.24202563980821493
RPL6	-0.2441659479223284
SNX2	-0.24554309458994966
MDH2	-0.24754088757402448
ACTB	-0.2536371481208144
RAB11B	-0.25622735998852586
PFKP	-0.26168573439494014
ATP5F1C	-0.2664315339844889
RAB14	-0.26875683219813673
DNAJB11	-0.2719195666753127
HMGB1	-0.2721340779567474
ETFB	-0.2749722734040629
PSMB6	-0.27641797778220584
RAB2A	-0.27654037324237896
HMGN1	-0.2798502603570899
CMPK2	-0.2868068871480662
MAPK1	-0.2943074073908127
PLD4	-0.2953097055498934
RPS7	-0.3002799326107173
BLVRA	-0.30619973818925106
PPP1CA	-0.306711652209795
ATP2A2	-0.30755084307877645
GLUD1	-0.30862001162935737
APRT	-0.31797453602281955
ATP1A3	-0.3181726280833265
DBNL	-0.31957808047140074
DHRS1	-0.3264672314069929
MARS1	-0.32727990751923197
TOMM34	-0.3296818069544903
TALDO1	-0.3327629114648625
WDR1	-0.339568943820145
ACAA2	-0.3448358438383858
RNH1	-0.34542174582287927
MAT2A	-0.3461116594214822
CYBB	-0.3473417705860083
SKP1	-0.35082601918909734
SLC25A5	-0.35162536684929496
PTMA	-0.35603078479366884
NAPA	-0.3588732953018393
RPL36A	-0.3720159308895954
CCT4	-0.3748836943081399
MTPN	-0.37571205619035253
CSTB	-0.38578895087046194
ATP6V1B2	-0.39343268324389913
SEPTIN7	-0.39475821086099555
PKM	-0.3955197846489624
SYK	-0.395736762653323
TMED10	-0.4002923728271546
PPP2CA	-0.4112452829946612
TPI1	-0.4353990468423283
COTL1	-0.43819899566744097
SRSF4	-0.44084672234955885
CTSZ	-0.4486089876187285
CBX1	-0.44889827551166817
YWHAG	-0.4610905716740159
FABP5	-0.46891713515297634
RPL34	-0.4849171131136806
HSPA8	-0.4945854826053916
LASP1	-0.49617343769165434
ANPEP	-0.5009093061766324
YWHAE	-0.5022085607393277
HK2	-0.5036313317969823
ARPC2	-0.506280447483969
EIF5A	-0.5283057459349599
SGPL1	-0.5366869828889099
PSMA6	-0.5404644497139922
LAMP1	-0.5405291762040415
HSP90AB1	-0.5409143383981777
GRB2	-0.5490867642665973
PDHB	-0.555480715578494
RHOG	-0.5642268129825949
RPS6	-0.5873457967303597
RPL35	-0.5925538610686075
CRIP1	-0.6166700334969454
EEF2	-0.6176166545565793
MYL6	-0.6490800203886896
CAPG	-0.6494798370552064
CCT5	-0.6531713060556874
HCLS1	-0.6569643043608421
MSN	-0.6646827375352197
RPS9	-0.6711792871880378
ATP6V1G1	-0.671798139977924
ATP6V1A	-0.6719435725768661
SUMO2	-0.6837788277084355
SEC23B	-0.6948035565557034
NEDD8	-0.709285611382787
RAP2B	-0.7106575142356844
S100A11	-0.7294911064046098
EEF1A1	-0.7471941090220926
CASP1	-0.7530081539917854
GPX1	-0.7615043135413327
SNAP29	-0.7775837757211914
SPR	-0.7784986285518671
ACOT9	-0.7892155665856668
ESD	-0.7971596567005611
YTHDF1	-0.8002257686853961
IDH1	-0.8073235157385124
SPTAN1	-0.8195805449149653
GSPT1	-0.8539155728649994
SLC25A3	-0.8579797036484659
RPL7A	-0.8623046155540176
HNRNPA1	-0.8771321073531051
ERH	-0.8884630627711274
KARS1	-0.8913098358002292
EVL	-0.901591731813083
ARL8B	-0.9211826474865353
FCER1G	-0.9230358676440683
YWHAB	-0.9296031165947728
BLVRB	-0.9357777424287121
EIF3B	-0.9712419523622081
ARPC5	-0.9772640403806998
GNB1	-0.9786531049074174
U2SURP	-0.9838598701190222
RPS26	-0.9912958554520189
YWHAZ	-0.995395445755645
VIM	-1.012877455563769
CAPZA1	-1.046679337799759
RUFY1	-1.078309200034552
ARPC4	-1.105365211348083
SAMHD1	-1.1174921582443822
RTN4	-1.1371179106936096
ALDOA	-1.1694722683006067
FLNB	-1.226889115990493
HMOX2	-1.265492859056918
CYB5R3	-1.3033512466351969
KCTD12	-1.3150521600840408
AKR1A1	-1.352492637105922
DYNC1LI1	-1.530565957184596
ATP6V1E1	-1.5496500372886912
UBE2L3	-1.809242533889174
PRDX1	-1.9255224220749831
NIBAN2	-1.9735447394816072
TAGLN2	-2.119620239858505
GPNMB	-2.3920992958178813
CFL1	-2.8454300265564254
